"","id","state","name","ncesID","nces_original_name","students"
"339","98762","AR","Ouachita School District No. 1","0510980","OUACHITA SCHOOL DISTRICT","549"
"340","51995","AR","Ozark Mountain School District","0500076","OZARK MOUNTAIN SCHOOL DISTRICT","620"
"341","98764","AR","Ozark School District No. 14","0511010","OZARK SCHOOL DISTRICT","1767"
"342","170410","AR","Palestine-Wheatley School District No. 23","0500051","PALESTINE-WHEATLEY SCH. DIST.","828"
"343","1027315","AR","Pangburn School District","0511070","PANGBURN SCHOOL DISTRICT","804"
"344","1027317","AR","Paragould School District No. 1","0500017","PARAGOULD SCHOOL DISTRICT","3255"
"345","98767","AR","paris school district 7","0511130","PARIS SCHOOL DISTRICT","1072"
"346","98769","AR","Pea Ridge School District No. 109","0503030","PEA RIDGE SCHOOL DISTRICT","2271"
"347","98770","AR","perryville school district 7","0511340","PERRYVILLE SCHOOL DISTRICT","913"
"348","98771","AR","Piggott School District No. 52","0511370","PIGGOTT SCHOOL DISTRICT","881"
"349","1027316","AR","Pine Bluff School District No. 3","0500026","PINE BLUFF SCHOOL DISTRICT","3059"
"350","98773","AR","Pocahontas School District No. 19","0511610","POCAHONTAS SCHOOL DISTRICT","2122"
"351","98774","AR","Pottsville School District No. 61","0511700","POTTSVILLE SCHOOL DISTRICT","1762"
"352","98775","AR","Poyen School District No. 1","0511730","POYEN SCHOOL DISTRICT","602"
"353","98776","AR","Prairie Grove School District No. 23","0511760","PRAIRIE GROVE SCHOOL DISTRICT","2058"
"354","98777","AR","Prescott School District No. 14","0511820","PRESCOTT SCHOOL DISTRICT","916"
"355","30767","AR","Pulaski County Special School District","0511850","PULASKI CO. SPEC. SCHOOL DIST.","12274"
"356","98778","AR","Quitman School District No. 21","0511880","QUITMAN SCHOOL DISTRICT","746"
"357","98779","AR","rector school district 1","0504370","RECTOR SCHOOL DISTRICT","630"
"358","98780","AR","Rivercrest School District No. 57","0500045","RIVERCREST SCHOOL DISTRICT #57","1149"
"359","98781","AR","Riverside School District","0500012","RIVERSIDE SCHOOL DISTRICT","802"
"360","46045","AR","Riverview School District","0508400","RIVERVIEW SCHOOL DISTRICT","1232"
"361","44948","AR","Rogers School District No. 30","0511970","ROGERS SCHOOL DISTRICT","16053"
"362","108525","AR","Rose Bud School District No. 35","0512000","ROSE BUD SCHOOL DISTRICT","766"
"363","98784","AR","Russellville School District No. 14","0512060","RUSSELLVILLE SCHOOL DISTRICT","5439"
"364","98785","AR","Salem School District No. 30","0512090","SALEM SCHOOL DISTRICT","841"
"365","98786","AR","Scranton School District No. 22","0512180","SCRANTON SCHOOL DISTRICT","450"
"366","30774","AR","Searcy County School District No. 17","0509480","SEARCY COUNTY SCHOOL DISTRICT","843"
"367","98787","AR","Sheridan School District No. 37","0500015","SHERIDAN SCHOOL DISTRICT","4229"
"368","98788","AR","Shirley School District No. 3","0512420","SHIRLEY SCHOOL DISTRICT","350"
"369","98789","AR","Siloam Springs School District No. 21","0512450","SILOAM SPRINGS SCHOOL DISTRICT","4511"
"370","98790","AR","Sloan-Hendrix School District No. 45","0512480","SLOAN-HENDRIX SCHOOL DIST.","737"
"371","1027325","AR","Smackover-Norphlet School District No. 39","0512510","SMACKOVER SCHOOL DISTRICT","1143"
"372","30692","AR","South Conway County School District No. 17","0512520","SO. CONWAY CO. SCHOOL DISTRICT","2362"
"373","98791","AR","South Pike County School District No. 16","0510320","SOUTH PIKE COUNTY SCHOOL DISTRICT","711"
"374","229817","AR","Southside School District No. 3","0512540","SOUTHSIDE SCHOOL DISTRICT","2242"
"375","98794","AR","Spring Hill School District No. 10","0512630","SPRING HILL SCHOOL DISTRICT","589"
"376","98795","AR","Springdale School District No. 50","0512660","SPRINGDALE SCHOOL DISTRICT","23470"
"377","98796","AR","Star City School District No. 11","0500028","STAR CITY SCHOOL DISTRICT","1509"
"378","108529","AR","Strong-Huttig School District No. 83","0512930","STRONG-HUTTIG SCHOOL DISTRICT","304"
"379","98797","AR","Stuttgart School District No. 22","0512960","STUTTGART SCHOOL DISTRICT","1600"
"380","98798","AR","Texarkana Arkansas School District No. 7","0513110","TEXARKANA SCHOOL DISTRICT","4070"
"381","145855","AR","th little rock school district 1","0510680","N. LITTLE ROCK SCHOOL DISTRICT","8681"
"382","98799","AR","Trumann School District No. 21","0500047","TRUMANN SCHOOL DISTRICT","1543"
"383","51345","AR","Two Rivers School District No. 10","0500079","TWO RIVERS SCHOOL DISTRICT","872"
"384","98800","AR","Valley Springs School District No. 2","0513350","VALLEY SPRINGS SCHOOL DISTRICT","885"
"385","98801","AR","Valley View School District No. 58","0513380","VALLEY VIEW SCHOOL DISTRICT","2965"
"386","98802","AR","Van Buren School District 42","0513410","VAN BUREN SCHOOL DISTRICT","5737"
"387","98803","AR","Vilonia School District No. 17","0513530","VILONIA SCHOOL DISTRICT","3160"
"388","98804","AR","Viola School District No. 15","0513560","VIOLA SCHOOL DISTRICT","357"
"389","98805","AR","Waldron School District No. 45","0513680","WALDRON SCHOOL DISTRICT","1573"
"390","98806","AR","warren school district 1","0500006","WARREN SCHOOL DISTRICT","1564"
"391","98807","AR","Watson Chapel School District No. 24","0513930","WATSON CHAPEL SCHOOL DISTRICT","2233"
"392","48230","AR","West Fork School District No. 141","0514010","WEST FORK SCHOOL DISTRICT","1044"
"393","188495","AR","West Memphis School District No. 4","0508040","WEST MEMPHIS SCHOOL DISTRICT","5304"
"394","108534","AR","western yell county school district 9","0500041","WESTERN YELL CO. SCHOOL DIST.","370"
"395","229992","AR","Westside Consolidated School District No. 5","0504020","WESTSIDE CONS. SCHOOL DISTRICT","1814"
"396","197765","AR","White County Central School District No. 48","0504170","WHITE CO. CENTRAL SCHOOL DIST.","848"
"397","188499","AR","White Hall School District No. 27","0514140","WHITE HALL SCHOOL DISTRICT","2970"
"398","98813","AR","Wonderview School District","0514370","WONDERVIEW SCHOOL DISTRICT","473"
"399","98814","AR","Woodlawn School District No. 6","0514400","WOODLAWN SCHOOL DISTRICT","555"
"400","98815","AR","wynne school district 9","0514430","WYNNE SCHOOL DISTRICT","2635"
"401","98816","AR","yellvillesummit school district 4","0514490","YELLVILLE-SUMMIT SCHOOL DIST.","907"
"402","1027335","AZ","Agua Fria Union High School District No. 216","0400450","Agua Fria Union High School District (4289)","8359"
"403","30605","AZ","ales unified school district 1","0405530","Nogales Unified District (4457)","5654"
"404","30535","AZ","Alhambra Elementary School District No. 68","0400600","Alhambra Elementary District (4280)","12307"
"405","30596","AZ","Altar Valley Elementary School District No. 51","0404770","Altar Valley Elementary District (4418)","610"
"406","1027342","AZ","Amphitheater Unified School District No. 10","0400680","Amphitheater Unified District (4406)","13410"
"407","30599","AZ","Apache Junction Unified School District No. 43","0400790","Apache Junction Unified District (4443)","3237"
"408","30536","AZ","Avondale Elementary School District No. 44","0400960","Avondale Elementary District (4272)","5790"
"409","30592","AZ","Baboquivari Unified School District No. 40","0403950","Baboquivari Unified School District #40 (4412)","1027"
"410","1027340","AZ","Balsz Elementary School District No. 31","0401050","Balsz Elementary District (4268)","2289"
"411","45923","AZ","Benson Unified School District No. 9","0400212","Benson Unified School District (79226)","1336"
"412","30519","AZ","bisbee unified school district 2","0401180","Bisbee Unified District (4169)","696"
"413","45243","AZ","Blackwater Community School","5900142","Blackwater Community School","292"
"414","30583","AZ","Blue Ridge Unified School District No. 32","0406580","Blue Ridge Unified School District No. 32 (4397)","1906"
"415","1027344","AZ","Buckeye Elementary School District No. 33","0401380","Buckeye Elementary District (4269)","5560"
"416","1027345","AZ","Buckeye Union High School District No. 201","0401410","Buckeye Union High School District (4284)","4561"
"417","30575","AZ","Bullhead City Elementary School District No. 15","0401500","Bullhead City School District (4378)","2651"
"418","103934","AZ","Camp Verde Unified School District No. 28","0401600","Camp Verde Unified District (4470)","1660"
"419","30540","AZ","Cartwright Elementary School District No. 83","0401680","Cartwright Elementary District (4282)","16060"
"420","66941","AZ","Casa Blanca Community School Inc","5900186","Casa Blanca Community School","233"
"421","45551","AZ","casa grande elementary school district 4","0401710","Casa Grande Elementary District (4446)","6758"
"422","30600","AZ","Casa Grande Union High School District No. 82","0401740","Casa Grande Union High School District (4453)","3638"
"423","30590","AZ","Catalina Foothills Unified School District No. 16","0401760","Catalina Foothills Unified District (4410)","5508"
"424","30541","AZ","Cave Creek Unified School District No. 93","0400001","Cave Creek Unified District (4244)","5528"
"425","30582","AZ","Cedar Unified School District No. 25","0401810","Cedar Unified District (4395)","123"
"426","30542","AZ","Chandler Unified School District No. 80","0401870","Chandler Unified District #80 (4242)","45749"
"427","30511","AZ","Chinle Unified School District No. 24","0401940","Chinle Unified District (4158)","3334"
"428","30606","AZ","Chino Valley Unified School District No. 51","0400003","Chino Valley Unified District (4474)","2368"
"429","1240439","AZ","Colorado City Unified School District No. 14","0400021","Colorado City Unified District (4370)","694"
"430","40369","AZ","colorado river union high school district 2","0400082","Colorado River Union High School District (4381)","1853"
"431","30601","AZ","Coolidge Unified School District No. 21","0402320","Coolidge Unified District (4442)","2287"
"432","30607","AZ","cottonwoodoak creek elementary school district 6","0402370","Cottonwood-Oak Creek Elementary District (4487)","2077"
"433","30610","AZ","Crane Elementary School District No. 13","0402400","Crane Elementary District (4501)","6295"
"434","42671","AZ","Creighton Elementary School District No. 14","0402430","Creighton Elementary District (4263)","5771"
"435","30572","AZ","Deer Valley Unified School District No. 97","0407750","Deer Valley Unified District (4246)","34645"
"436","49982","AZ","Dilcon Community School Inc","5900139","Dilcon Community School","160"
"437","30521","AZ","Douglas Unified School District No. 27","0402530","Douglas Unified District (4174)","4114"
"438","44818","AZ","Dysart Unified School District No. 89","0402690","Dysart Unified District (4243)","24590"
"439","91041","AZ","Eloy Elementary School District No. 11","0402790","Eloy Elementary District (4448)","815"
"440","30525","AZ","flagstaff unified school district 1","0402860","Flagstaff Unified District (4192)","9576"
"441","91042","AZ","Florence Unified School District No. 1","0402920","Florence Unified School District (4437)","9629"
"442","30591","AZ","flowing wells unified school district 8","0403010","Flowing Wells Unified District (4405)","5655"
"443","44601","AZ","Fort Huachuca Accommodation School District No. 00","0403150","Fort Huachuca Accommodation District (4167)","910"
"444","30532","AZ","fort thomas unified school district 7","0403200","Fort Thomas Unified District (4221)","620"
"445","64755","AZ","Fountain Hills Unified School District No. 98","0403040","Fountain Hills Unified District (4247)","1392"
"446","30543","AZ","Fowler Elementary School District No. 45","0403060","Fowler Elementary District (4273)","4428"
"447","30611","AZ","Gadsden Elementary School District No. 32","0403240","Gadsden Elementary District (4505)","5039"
"448","30512","AZ","Ganado Unified School District No. 20","0403290","Ganado Unified School District (4157)","1299"
"449","30544","AZ","Gila Bend Unified School District No. 24","0403310","Gila Bend Unified District (4238)","470"
"450","45983","AZ","Gila Crossing Community School","5900192","Gila Crossing Community School","409"
"451","45751","AZ","Gilbert Unified School District No. 41","0403400","Gilbert Unified District (4239)","34651"
"452","30545","AZ","Glendale Elementary School District No. 40","0403420","Glendale Elementary District (4271)","11721"
"453","1027353","AZ","Glendale Union High School District No. 205","0403450","Glendale Union High School District (4285)","16401"
"454","30529","AZ","globe unified school district 1","0403500","Globe Unified District (4208)","1705"
"455","1266980","AZ","grand canyon unified school district 4","0403550","Grand Canyon Unified District (4194)","286"
"456","64756","AZ","heberovergaard unified school district 6","0400026","Heber-Overgaard Unified District (4392)","477"
"457","49547","AZ","Higley Unified School District No. 60","0403780","Higley Unified School District (4248)","13050"
"458","30580","AZ","holbrook unified school district 3","0403820","Holbrook Unified District (4389)","1987"
"459","40530","AZ","Hotevilla Bacavi Community School","5900131","Hotevilla Bacavi Community School","158"
"460","30608","AZ","Humboldt Unified School District No. 22","0403870","Humboldt Unified District (4469)","5683"
